product_name,status,baseline_month,coverage,confidence,baseline_price,model_baseline_price,predicted_price,price_delta_pct,predicted_volume,baseline_risk,baseline_risk_score,risk_score,risk
Smooth_Gourd,ok,month 10,india: sourced in 3/10 months; local: sourced in 8/10 months,india: low-confidence; local: reliable,78.26,87.35597138141469,87.97160039225712,0.7047360370528777,163504.8,Low,0.19384507240755788,0.19628620485073983,Low
Snake_Gourd,ok,month 10,india: sourced in 2/9 months; local: sourced in 6/9 months,india: low-confidence; local: reliable,90.0,91.44628657823347,90.0606102038655,-1.515289932721886,54778.65,Low,0.09735409873773934,0.08800570473245922,Low
Soya_Bean_Green,ok,"month 4 (fallback, no month-10 data)",india: never sourced (4 months present); local: sourced in 4/4 months,local: reliable,125.0,131.77349218857321,126.88242785011246,-3.7117209669615847,2144.3999999999996,Low,0.11929663791027281,0.11929663791027281,Low
Spinach_Leaf,ok,month 10,india: never sourced (10 months present); local: sourced in 10/10 months,local: reliable,60.87,48.56936347538197,48.544234347794465,-0.051738638906073664,11018.16,Low,0.18791264665638252,0.18791264665638252,Low
Sponge_Gourd,no_applicable_shock,"month 9 (fallback, no month-10 data)",india: never sourced (5 months present); local: never sourced (5 months present),,,,,,,,,,
Squash,ok,month 10,india: sourced in 1/10 months; local: sourced in 10/10 months,india: single-observation; local: reliable,37.93,41.059762341747316,41.53010948016244,1.1455184141114572,86586.6,Low,0.23545348949239833,0.21815118087564364,Low
Strawberry,ok,month 10,india: sourced in 5/6 months; local: never sourced (6 months present),india: reliable,550.0,433.293525471664,433.293525471664,0.0,1034.6,Medium,0.5524504467962734,0.5524504467962734,Medium
Sugarcane,ok,month 10,india: sourced in 7/10 months; local: never sourced (10 months present),india: reliable,165.0,165.06606396401313,165.53725278269357,0.28545468848348854,10283.0,Medium,0.37565218620664437,0.2834125675209477,Low
Sweet_Pepper,ok,month 10,india: sourced in 9/10 months; local: sourced in 10/10 months,india: reliable; local: reliable,124.78,124.36087874209478,110.05225853764918,-11.505724588935617,105517.17333333334,Low,0.2448249034363718,0.20467469334641203,Low
Sweet_Potato,ok,month 10,india: sourced in 7/8 months; local: sourced in 1/8 months,india: reliable; local: single-observation,30.0,94.69854711823778,91.56206468343964,-3.3120702801089696,316400.8,Medium,0.5261317456003382,0.3639809493370468,Medium
Sword_Bean,ok,month 10,india: sourced in 5/7 months; local: sourced in 7/7 months,india: reliable; local: reliable,150.0,100.31690664598865,90.12096701460834,-10.163730095228185,41532.91428571429,Low,0.130815720638772,0.20174312466663963,Low
Tomato,ok,"month 3 (fallback, no month-10 data)",india: sourced in 1/1 months; local: sourced in 1/1 months,india: single-observation; local: single-observation,84.86,81.98651734104142,83.59899501620642,1.966759569085652,536574.8,Low,0.06329459988056296,0.048141156192569264,Low
Tomato_Big,no_applicable_shock,month 10,india: never sourced (7 months present); local: never sourced (7 months present),,,,,,,,,,
Tomato_Small,ok,month 10,india: sourced in 9/10 months; local: sourced in 9/10 months,india: reliable; local: reliable,69.39,69.05899783765828,63.60566320108708,-7.896631586503366,700107.8111111111,Low,0.22414379502370124,0.21380032315811223,Low
Turnip,ok,month 10,india: never sourced (9 months present); local: sourced in 4/9 months,local: reliable,110.0,110.1794135070391,110.43459560098694,0.2316059650576463,216.29999999999998,Low,0.1427381502149161,0.3570536123919563,Medium
Walnut,no_applicable_shock,"month 3 (fallback, no month-10 data)",india: never sourced (1 months present); local: never sourced (1 months present),,,,,,,,,,
Watermelon,ok,month 10,india: sourced in 10/10 months; local: sourced in 1/10 months,india: reliable; local: single-observation,41.63,46.316152165619904,45.1804174807649,-2.452135230909891,692189.2,Medium,0.37723659610633725,0.27165358872566664,Low
Yam,ok,month 10,india: sourced in 2/8 months; local: sourced in 8/8 months,india: low-confidence; local: reliable,110.0,110.03397842895984,95.98808364386862,-12.765052200815896,32195.25,Medium,0.37051372368344376,0.2911782329308994,Low
